tool_id,old_mcp_name,new_mcp_name,category,provider,action
tvmaze.schedule,tvmaze.schedule.broadcast,entertainment.tvmaze.schedule,entertainment,tvmaze,schedule
hackernews.top_stories,hackernews.stories.top,news.hackernews.top_stories,news,hackernews,top_stories
hackernews.new_stories,hackernews.stories.new,news.hackernews.new_stories,news,hackernews,new_stories
hackernews.best_stories,hackernews.stories.best,news.hackernews.best_stories,news,hackernews,best_stories
hackernews.item_details,hackernews.item.details,news.hackernews.item_details,news,hackernews,item_details
hackernews.user_profile,hackernews.user.profile,news.hackernews.user_profile,news,hackernews,user_profile
hnalgolia.search,hnalgolia.search.relevance,news.hnalgolia.search,news,hnalgolia,search
hnalgolia.search_recent,hnalgolia.search.recent,news.hnalgolia.search_recent,news,hnalgolia,search_recent
hnalgolia.search_comments,hnalgolia.search.comments,news.hnalgolia.search_comments,news,hnalgolia,search_comments
hnalgolia.item_details,hnalgolia.item.details,news.hnalgolia.item_details,news,hnalgolia,item_details
hnalgolia.user_profile,hnalgolia.user.profile,news.hnalgolia.user_profile,news,hnalgolia,user_profile
wikipedia.article.summary,wikipedia.article.summary,education.wikipedia.article_summary,education,wikipedia,article_summary
wikipedia.search.pages,wikipedia.search.pages,education.wikipedia.search_pages,education,wikipedia,search_pages
wikipedia.article.media,wikipedia.article.media,education.wikipedia.article_media,education,wikipedia,article_media
wikipedia.feed.featured,wikipedia.feed.featured,education.wikipedia.feed_featured,education,wikipedia,feed_featured
wikipedia.feed.on_this_day,wikipedia.feed.on_this_day,education.wikipedia.feed_on_this_day,education,wikipedia,feed_on_this_day
irail.stations,irail.reference.stations,travel.irail.stations,travel,irail,stations
irail.liveboard,irail.transit.liveboard,travel.irail.liveboard,travel,irail,liveboard
irail.connections,irail.transit.connections,travel.irail.connections,travel,irail,connections
irail.vehicle,irail.transit.vehicle,travel.irail.vehicle,travel,irail,vehicle
irail.disturbances,irail.transit.disturbances,travel.irail.disturbances,travel,irail,disturbances
norgesbank.fx.latest,norgesbank.fx.latest,finance.norgesbank.fx_latest,finance,norgesbank,fx_latest
norgesbank.fx.history,norgesbank.fx.history,finance.norgesbank.fx_history,finance,norgesbank,fx_history
norgesbank.rates.current,norgesbank.rates.current,finance.norgesbank.rates_current,finance,norgesbank,rates_current
norgesbank.rates.history,norgesbank.rates.history,finance.norgesbank.rates_history,finance,norgesbank,rates_history
swissfso.catalog.list,swissfso.catalog.list,world.swissfso.catalog_list,world,swissfso,catalog_list
swissfso.table.metadata,swissfso.table.metadata,world.swissfso.table_metadata,world,swissfso,table_metadata
swissfso.table.query,swissfso.table.query,world.swissfso.table_query,world,swissfso,table_query
swissfso.wages.monthly,swissfso.wages.monthly,world.swissfso.wages_monthly,world,swissfso,wages_monthly
treasuryfiscal.debt.current,treasuryfiscal.debt.current,finance.treasuryfiscal.debt_current,finance,treasuryfiscal,debt_current
treasuryfiscal.rates.interest,treasuryfiscal.rates.interest,finance.treasuryfiscal.rates_interest,finance,treasuryfiscal,rates_interest
treasuryfiscal.yield.quarterly,treasuryfiscal.yield.quarterly,finance.treasuryfiscal.yield_quarterly,finance,treasuryfiscal,yield_quarterly
treasuryfiscal.debt.expense,treasuryfiscal.debt.expense,finance.treasuryfiscal.debt_expense,finance,treasuryfiscal,debt_expense
usdamars.list_reports,usdamars.reports.list,world.usdamars.list_reports,world,usdamars,list_reports
usdamars.get_report,usdamars.reports.get,world.usdamars.get_report,world,usdamars,get_report
usdamars.list_corrected,usdamars.reports.corrected,world.usdamars.list_corrected,world,usdamars,list_corrected
usdamars.search_reports,usdamars.reports.search,world.usdamars.search_reports,world,usdamars,search_reports
adsbdb.aircraft_lookup,adsbdb.aircraft.lookup,travel.adsbdb.aircraft_lookup,travel,adsbdb,aircraft_lookup
adsbdb.airline_lookup,adsbdb.airline.lookup,travel.adsbdb.airline_lookup,travel,adsbdb,airline_lookup
adsbdb.callsign_lookup,adsbdb.callsign.lookup,travel.adsbdb.callsign_lookup,travel,adsbdb,callsign_lookup
faostat.food_security,faostat.agriculture.food_security,world.faostat.food_security,world,faostat,food_security
faostat.food_insecurity,faostat.agriculture.food_insecurity,world.faostat.food_insecurity,world,faostat,food_insecurity
faostat.water_stress,faostat.environment.water_stress,world.faostat.water_stress,world,faostat,water_stress
faostat.forest_area,faostat.environment.forest_area,world.faostat.forest_area,world,faostat,forest_area
faostat.food_loss,faostat.agriculture.food_loss,world.faostat.food_loss,world,faostat,food_loss
clinicaltrials.search,clinicaltrials.trials.search,health.clinicaltrials.search,health,clinicaltrials,search
clinicaltrials.study,clinicaltrials.trials.detail,health.clinicaltrials.study,health,clinicaltrials,study
clinicaltrials.recruiting,clinicaltrials.trials.recruiting,health.clinicaltrials.recruiting,health,clinicaltrials,recruiting
clinicaltrials.stats,clinicaltrials.trials.stats,health.clinicaltrials.stats,health,clinicaltrials,stats
abs.gdp,abs.economy.gdp,finance.abs.gdp,finance,abs,gdp
abs.cpi,abs.economy.cpi,finance.abs.cpi,finance,abs,cpi
abs.labour_force,abs.economy.labour_force,finance.abs.labour_force,finance,abs,labour_force
abs.population,abs.demographics.population,finance.abs.population,finance,abs,population
abs.trade,abs.economy.trade,finance.abs.trade,finance,abs,trade
ons.datasets.list,ons.datasets.list,finance.ons.datasets_list,finance,ons,datasets_list
ons.stats.cpih,ons.stats.cpih,finance.ons.stats_cpih,finance,ons,stats_cpih
ons.stats.gdp,ons.stats.gdp,finance.ons.stats_gdp,finance,ons,stats_gdp
ons.stats.unemployment,ons.stats.unemployment,finance.ons.stats_unemployment,finance,ons,stats_unemployment
ons.stats.population,ons.stats.population,finance.ons.stats_population,finance,ons,stats_population
comtrade.trade_data,comtrade.trade.query,world.comtrade.trade_data,world,comtrade,trade_data
comtrade.availability,comtrade.trade.availability,world.comtrade.availability,world,comtrade,availability
comtrade.metadata,comtrade.trade.metadata,world.comtrade.metadata,world,comtrade,metadata
comtrade.reporters,comtrade.reference.reporters,world.comtrade.reporters,world,comtrade,reporters
lmpr.cattle_slaughter_prices,lmpr.cattle.slaughter_prices,world.lmpr.cattle_slaughter_prices,world,lmpr,cattle_slaughter_prices
lmpr.hog_slaughter_prices,lmpr.hog.slaughter_prices,world.lmpr.hog_slaughter_prices,world,lmpr,hog_slaughter_prices
lmpr.boxed_beef_cutout,lmpr.beef.boxed_cutout,world.lmpr.boxed_beef_cutout,world,lmpr,boxed_beef_cutout
lmpr.dairy_product_prices,lmpr.dairy.product_prices,world.lmpr.dairy_product_prices,world,lmpr,dairy_product_prices
lmpr.lamb_carcass_cutout,lmpr.lamb.carcass_cutout,world.lmpr.lamb_carcass_cutout,world,lmpr,lamb_carcass_cutout
treasurydirect.auction_results,treasurydirect.auction.results,finance.treasurydirect.auction_results,finance,treasurydirect,auction_results
treasurydirect.upcoming_auctions,treasurydirect.auction.upcoming,finance.treasurydirect.upcoming_auctions,finance,treasurydirect,upcoming_auctions
treasurydirect.search_cusip,treasurydirect.securities.search,finance.treasurydirect.search_cusip,finance,treasurydirect,search_cusip
treasurydirect.tips_rates,treasurydirect.rates.tips,finance.treasurydirect.tips_rates,finance,treasurydirect,tips_rates
opentopo.elevation_point,opentopo.elevation.point,world.opentopo.elevation_point,world,opentopo,elevation_point
opentopo.elevation_area,opentopo.elevation.area,world.opentopo.elevation_area,world,opentopo,elevation_area
opentopo.lidar_catalog,opentopo.catalog.lidar,world.opentopo.lidar_catalog,world,opentopo,lidar_catalog
opentopo.dem_catalog,opentopo.catalog.dem,world.opentopo.dem_catalog,world,opentopo,dem_catalog
oecd.economy.gdp,oecd.economy.gdp,finance.oecd.economy_gdp,finance,oecd,economy_gdp
oecd.economy.unemployment,oecd.economy.unemployment,finance.oecd.economy_unemployment,finance,oecd,economy_unemployment
oecd.economy.inflation,oecd.economy.inflation,finance.oecd.economy_inflation,finance,oecd,economy_inflation
oecd.environment.emissions,oecd.environment.emissions,finance.oecd.environment_emissions,finance,oecd,environment_emissions
oecd.economy.trade,oecd.economy.trade,finance.oecd.economy_trade,finance,oecd,economy_trade
statcan.catalogue_search,statcan.catalogue.search,world.statcan.catalogue_search,world,statcan,catalogue_search
statcan.table_metadata,statcan.table.metadata,world.statcan.table_metadata,world,statcan,table_metadata
statcan.series_info,statcan.series.info,world.statcan.series_info,world,statcan,series_info
statcan.series_data,statcan.series.data,world.statcan.series_data,world,statcan,series_data
statcan.table_data,statcan.table.data,world.statcan.table_data,world,statcan,table_data
fbi.national_offenses,fbi.crime.national_offenses,legal.fbi.national_offenses,legal,fbi,national_offenses
fbi.state_offenses,fbi.crime.state_offenses,legal.fbi.state_offenses,legal,fbi,state_offenses
fbi.national_annual,fbi.crime.national_annual,legal.fbi.national_annual,legal,fbi,national_annual
fbi.state_annual,fbi.crime.state_annual,legal.fbi.state_annual,legal,fbi,state_annual
swissnbm.fx_rates,swissnbm.fx.rates,finance.swissnbm.fx_rates,finance,swissnbm,fx_rates
swissnbm.policy_rate,swissnbm.rates.policy,finance.swissnbm.policy_rate,finance,swissnbm,policy_rate
swissnbm.saron_rates,swissnbm.rates.saron,finance.swissnbm.saron_rates,finance,swissnbm,saron_rates
swissnbm.monetary_aggregates,swissnbm.money.aggregates,finance.swissnbm.monetary_aggregates,finance,swissnbm,monetary_aggregates
eurostat2.fertility,eurostat2.demographics.fertility,world.eurostat2.fertility,world,eurostat2,fertility
eurostat2.ghg_emissions,eurostat2.environment.ghg,world.eurostat2.ghg_emissions,world,eurostat2,ghg_emissions
eurostat2.rd_spending,eurostat2.innovation.rd,world.eurostat2.rd_spending,world,eurostat2,rd_spending
eurostat2.renewable_energy,eurostat2.energy.renewable,world.eurostat2.renewable_energy,world,eurostat2,renewable_energy
eurostat2.youth_employment,eurostat2.employment.youth,world.eurostat2.youth_employment,world,eurostat2,youth_employment
abr.abn_lookup,abr.business.abn_lookup,business.abr.abn_lookup,business,abr,abn_lookup
abr.acn_lookup,abr.business.acn_lookup,business.abr.acn_lookup,business,abr,acn_lookup
abr.name_search,abr.business.name_search,business.abr.name_search,business,abr,name_search
banxico.fx.fix_rate,banxico.fx.fix_rate,finance.banxico.fx_fix_rate,finance,banxico,fx_fix_rate
banxico.fx.rates,banxico.fx.rates,finance.banxico.fx_rates,finance,banxico,fx_rates
banxico.rates.target,banxico.rates.target,finance.banxico.rates_target,finance,banxico,rates_target
banxico.rates.tiie,banxico.rates.tiie,finance.banxico.rates_tiie,finance,banxico,rates_tiie
banxico.inflation.cpi,banxico.inflation.cpi,finance.banxico.inflation_cpi,finance,banxico,inflation_cpi
bea.gdp,bea.national.gdp,finance.bea.gdp,finance,bea,gdp
bea.personal_income,bea.national.personal_income,finance.bea.personal_income,finance,bea,personal_income
bea.trade_balance,bea.international.trade_balance,finance.bea.trade_balance,finance,bea,trade_balance
bea.state_gdp,bea.regional.state_gdp,finance.bea.state_gdp,finance,bea,state_gdp
bea.industry_gdp,bea.industry.value_added,finance.bea.industry_gdp,finance,bea,industry_gdp
africa.countries.list,africa.countries.list,world.africa.countries_list,world,africa,countries_list
africa.countries.signals,africa.countries.signals,world.africa.countries_signals,world,africa,countries_signals
africa.markets.fx_rates,africa.markets.fx_rates,world.africa.markets_fx_rates,world,africa,markets_fx_rates
africa.data.indicator,africa.data.indicator,world.africa.data_indicator,world,africa,data_indicator
africa.politics.elections,africa.politics.elections,world.africa.politics_elections,world,africa,politics_elections
hf_inference.sentiment,hf_inference.nlp.sentiment,developer.hf_inference.sentiment,developer,hf_inference,sentiment
hf_inference.ner,hf_inference.nlp.ner,developer.hf_inference.ner,developer,hf_inference,ner
hf_inference.zero_shot,hf_inference.nlp.zero_shot,developer.hf_inference.zero_shot,developer,hf_inference,zero_shot
hf_inference.translate,hf_inference.nlp.translate,developer.hf_inference.translate,developer,hf_inference,translate
unhabitat.transport_access,unhabitat.urban.transport_access,world.unhabitat.transport_access,world,unhabitat,transport_access
unhabitat.land_consumption,unhabitat.urban.land_consumption,world.unhabitat.land_consumption,world,unhabitat,land_consumption
unhabitat.open_spaces,unhabitat.urban.open_spaces,world.unhabitat.open_spaces,world,unhabitat,open_spaces
unhabitat.city_budget,unhabitat.urban.city_budget,world.unhabitat.city_budget,world,unhabitat,city_budget
cordis.project_search,cordis.research.project_search,education.cordis.project_search,education,cordis,project_search
cordis.project_details,cordis.research.project_details,education.cordis.project_details,education,cordis,project_details
cordis.organisation_search,cordis.research.organisation_search,education.cordis.organisation_search,education,cordis,organisation_search
cordis.project_publications,cordis.research.project_publications,education.cordis.project_publications,education,cordis,project_publications
hf_inference.summarize,hf_inference.nlp.summarize,developer.hf_inference.summarize,developer,hf_inference,summarize
irena.capacity_country,irena.energy.capacity_country,world.irena.capacity_country,world,irena,capacity_country
irena.generation_country,irena.energy.generation_country,world.irena.generation_country,world,irena,generation_country
irena.capacity_region,irena.energy.capacity_region,world.irena.capacity_region,world,irena,capacity_region
irena.share_renewables,irena.energy.share_renewables,world.irena.share_renewables,world,irena,share_renewables
doaj.journal_search,doaj.journals.search,education.doaj.journal_search,education,doaj,journal_search
doaj.journal_detail,doaj.journals.detail,education.doaj.journal_detail,education,doaj,journal_detail
doaj.article_search,doaj.articles.search,education.doaj.article_search,education,doaj,article_search
doaj.article_detail,doaj.articles.detail,education.doaj.article_detail,education,doaj,article_detail
clevelandart.artwork_search,clevelandart.artwork.search,media.clevelandart.artwork_search,media,clevelandart,artwork_search
clevelandart.artwork_detail,clevelandart.artwork.detail,media.clevelandart.artwork_detail,media,clevelandart,artwork_detail
clevelandart.creator_search,clevelandart.creator.search,media.clevelandart.creator_search,media,clevelandart,creator_search
clevelandart.exhibition_search,clevelandart.exhibition.search,media.clevelandart.exhibition_search,media,clevelandart,exhibition_search
uniprot.protein_search,science.uniprot.search,health.uniprot.protein_search,health,uniprot,protein_search
uniprot.protein_entry,science.uniprot.entry,health.uniprot.protein_entry,health,uniprot,protein_entry
uniprot.protein_features,science.uniprot.features,health.uniprot.protein_features,health,uniprot,protein_features
uniprot.taxonomy,science.uniprot.taxonomy,health.uniprot.taxonomy,health,uniprot,taxonomy
biomodels.model.search,biomodels.model.search,health.biomodels.model_search,health,biomodels,model_search
biomodels.model.detail,biomodels.model.detail,health.biomodels.model_detail,health,biomodels,model_detail
biomodels.model.files,biomodels.model.files,health.biomodels.model_files,health,biomodels,model_files
openmeteoaq.current,openmeteoaq.air.current,weather.openmeteoaq.current,weather,openmeteoaq,current
openmeteoaq.forecast,openmeteoaq.air.forecast,weather.openmeteoaq.forecast,weather,openmeteoaq,forecast
openmeteoaq.historical,openmeteoaq.air.historical,weather.openmeteoaq.historical,weather,openmeteoaq,historical
openmeteoaq.pollen,openmeteoaq.air.pollen,weather.openmeteoaq.pollen,weather,openmeteoaq,pollen
biomodels.model.latest,biomodels.model.latest,health.biomodels.model_latest,health,biomodels,model_latest
volcano.monitored,volcano.status.monitored,world.volcano.monitored,world,volcano,monitored
volcano.elevated,volcano.status.elevated,world.volcano.elevated,world,volcano,elevated
volcano.cap_alerts,volcano.alerts.cap,world.volcano.cap_alerts,world,volcano,cap_alerts
volcano.us_catalog,volcano.catalog.us,world.volcano.us_catalog,world,volcano,us_catalog
volcano.detail,volcano.catalog.detail,world.volcano.detail,world,volcano,detail
volcano.latest_notice,volcano.notices.latest,world.volcano.latest_notice,world,volcano,latest_notice
nwis.daily_values,nwis.streamflow.daily_values,world.nwis.daily_values,world,nwis,daily_values
nwis.annual_stats,nwis.streamflow.annual_stats,world.nwis.annual_stats,world,nwis,annual_stats
nwis.basin_conditions,nwis.streamflow.basin_conditions,world.nwis.basin_conditions,world,nwis,basin_conditions
nwis.site_info,nwis.streamflow.site_info,world.nwis.site_info,world,nwis,site_info
who.indicator_search,who.health.indicator_search,health.who.indicator_search,health,who,indicator_search
who.indicator_data,who.health.indicator_data,health.who.indicator_data,health,who,indicator_data
who.country_health,who.health.country_data,health.who.country_health,health,who,country_health
who.dimension_values,who.health.dimension_values,health.who.dimension_values,health,who,dimension_values
icd11.search,icd11.disease.search,health.icd11.search,health,icd11,search
icd11.lookup,icd11.disease.lookup,health.icd11.lookup,health,icd11,lookup
icd11.autocomplete,icd11.disease.autocomplete,health.icd11.autocomplete,health,icd11,autocomplete
icd11.primary_search,icd11.disease.primary_search,health.icd11.primary_search,health,icd11,primary_search
delphi.fluview,delphi.flu.fluview,health.delphi.fluview,health,delphi,fluview
delphi.flusurv,delphi.flu.flusurv,health.delphi.flusurv,health,delphi,flusurv
delphi.covidcast,delphi.covid.covidcast,health.delphi.covidcast,health,delphi,covidcast
delphi.covid_hosp,delphi.covid.hospitalization,health.delphi.covid_hosp,health,delphi,covid_hosp
cms.hospital_search,cms.hospital.search,health.cms.hospital_search,health,cms,hospital_search
cms.nursing_home_search,cms.nursing_home.search,health.cms.nursing_home_search,health,cms,nursing_home_search
cms.home_health_search,cms.home_health.search,health.cms.home_health_search,health,cms,home_health_search
cms.dialysis_search,cms.dialysis.search,health.cms.dialysis_search,health,cms,dialysis_search
cpsc.search,cpsc.safety.search,world.cpsc.search,world,cpsc,search
cpsc.detail,cpsc.safety.detail,world.cpsc.detail,world,cpsc,detail
cpsc.recent,cpsc.safety.recent,world.cpsc.recent,world,cpsc,recent
cpsc.by_manufacturer,cpsc.safety.by_manufacturer,world.cpsc.by_manufacturer,world,cpsc,by_manufacturer
nrc.current_status,nrc.reactor.current_status,world.nrc.current_status,world,nrc,current_status
nrc.reactor_history,nrc.reactor.history,world.nrc.reactor_history,world,nrc,reactor_history
nrc.outages,nrc.reactor.outages,world.nrc.outages,world,nrc,outages
nrc.annual_data,nrc.reactor.annual_data,world.nrc.annual_data,world,nrc,annual_data
bts.border_crossings,bts.borders.crossings,world.bts.border_crossings,world,bts,border_crossings
bts.tsi,bts.transport.tsi,world.bts.tsi,world,bts,tsi
bts.freight_indicators,bts.freight.indicators,world.bts.freight_indicators,world,bts,freight_indicators
bts.aviation_traffic,bts.aviation.traffic,world.bts.aviation_traffic,world,bts,aviation_traffic
cdc_chronic.indicators,cdc_chronic.disease.indicators,health.cdc_chronic.indicators,health,cdc_chronic,indicators
cdc_chronic.topics,cdc_chronic.disease.topics,health.cdc_chronic.topics,health,cdc_chronic,topics
cdc_chronic.state_compare,cdc_chronic.disease.state_compare,health.cdc_chronic.state_compare,health,cdc_chronic,state_compare
cdc_chronic.trend,cdc_chronic.disease.trend,health.cdc_chronic.trend,health,cdc_chronic,trend
opensky.states_bbox,opensky.traffic.states_bbox,travel.opensky.states_bbox,travel,opensky,states_bbox
opensky.aircraft_state,opensky.traffic.aircraft_state,travel.opensky.aircraft_state,travel,opensky,aircraft_state
opensky.states_country,opensky.traffic.states_country,travel.opensky.states_country,travel,opensky,states_country
opensky.aircraft_track,opensky.traffic.aircraft_track,travel.opensky.aircraft_track,travel,opensky,aircraft_track
coops.predictions,coops.tides.predictions,weather.coops.predictions,weather,coops,predictions
coops.water_level,coops.tides.water_level,weather.coops.water_level,weather,coops,water_level
coops.stations,coops.tides.stations,weather.coops.stations,weather,coops,stations
coops.conditions,coops.tides.conditions,weather.coops.conditions,weather,coops,conditions
tfl.line_status,tfl.transit.line_status,travel.tfl.line_status,travel,tfl,line_status
tfl.arrivals,tfl.transit.arrivals,travel.tfl.arrivals,travel,tfl,arrivals
tfl.journey_plan,tfl.transit.journey_plan,travel.tfl.journey_plan,travel,tfl,journey_plan
tfl.bike_points,tfl.transit.bike_points,travel.tfl.bike_points,travel,tfl,bike_points
nbi.search,nbi.infrastructure.search,infrastructure.nbi.search,infrastructure,nbi,search
nbi.bridge_detail,nbi.infrastructure.bridge_detail,infrastructure.nbi.bridge_detail,infrastructure,nbi,bridge_detail
nbi.nearby,nbi.infrastructure.nearby,infrastructure.nbi.nearby,infrastructure,nbi,nearby
nbi.condition_stats,nbi.infrastructure.condition_stats,infrastructure.nbi.condition_stats,infrastructure,nbi,condition_stats
brightsky.current,brightsky.weather.current,weather.brightsky.current,weather,brightsky,current
brightsky.observations,brightsky.weather.observations,weather.brightsky.observations,weather,brightsky,observations
brightsky.alerts,brightsky.weather.alerts,weather.brightsky.alerts,weather,brightsky,alerts
brightsky.stations,brightsky.stations.nearby,weather.brightsky.stations,weather,brightsky,stations
statfin.consumer_price_index,statfin.economy.consumer_price_index,finance.statfin.consumer_price_index,finance,statfin,consumer_price_index
statfin.population,statfin.demographics.population,finance.statfin.population,finance,statfin,population
statfin.unemployment,statfin.economy.unemployment,finance.statfin.unemployment,finance,statfin,unemployment
statfin.table_search,statfin.statistics.table_search,finance.statfin.table_search,finance,statfin,table_search
dbnomics.providers,dbnomics.data.providers,finance.dbnomics.providers,finance,dbnomics,providers
dbnomics.datasets,dbnomics.data.datasets,finance.dbnomics.datasets,finance,dbnomics,datasets
dbnomics.series,dbnomics.data.series,finance.dbnomics.series,finance,dbnomics,series
dbnomics.fetch_series,dbnomics.data.fetch_series,finance.dbnomics.fetch_series,finance,dbnomics,fetch_series
smhi.forecast,smhi.weather.forecast,weather.smhi.forecast,weather,smhi,forecast
smhi.fire_risk,smhi.weather.fire_risk,weather.smhi.fire_risk,weather,smhi,fire_risk
smhi.warnings,smhi.weather.warnings,weather.smhi.warnings,weather,smhi,warnings
smhi.observations,smhi.weather.observations,weather.smhi.observations,weather,smhi,observations
dpla.items.search,dpla.archives.search,media.dpla.items_search,media,dpla,items_search
dpla.items.detail,dpla.archives.detail,media.dpla.items_detail,media,dpla,items_detail
dpla.items.by_subject,dpla.archives.by_subject,media.dpla.items_by_subject,media,dpla,items_by_subject
dpla.items.facets,dpla.archives.facets,media.dpla.items_facets,media,dpla,items_facets
aviationweather.metar,aviationweather.observation.metar,weather.aviationweather.metar,weather,aviationweather,metar
aviationweather.taf,aviationweather.forecast.taf,weather.aviationweather.taf,weather,aviationweather,taf
aviationweather.pirep,aviationweather.observation.pirep,weather.aviationweather.pirep,weather,aviationweather,pirep
aviationweather.stations,aviationweather.reference.stations,weather.aviationweather.stations,weather,aviationweather,stations
obis.occurrence_search,obis.marine.occurrence_search,education.obis.occurrence_search,education,obis,occurrence_search
obis.taxon_search,obis.marine.taxon_search,education.obis.taxon_search,education,obis,taxon_search
obis.checklist,obis.marine.checklist,education.obis.checklist,education,obis,checklist
obis.dataset_search,obis.marine.dataset_search,education.obis.dataset_search,education,obis,dataset_search
echo.facility_search,echo.compliance.facility_search,world.echo.facility_search,world,echo,facility_search
echo.facility_detail,echo.compliance.facility_detail,world.echo.facility_detail,world,echo,facility_detail
echo.air_facilities,echo.compliance.air_facilities,world.echo.air_facilities,world,echo,air_facilities
echo.violations,echo.compliance.violations,world.echo.violations,world,echo,violations
nasa-cmr.search_collections,nasa-cmr.datasets.search,space.nasa-cmr.search_collections,space,nasa-cmr,search_collections
nasa-cmr.collection_detail,nasa-cmr.datasets.detail,space.nasa-cmr.collection_detail,space,nasa-cmr,collection_detail
nasa-cmr.search_granules,nasa-cmr.granules.search,space.nasa-cmr.search_granules,space,nasa-cmr,search_granules
chembl.molecule_search,chembl.molecules.search,health.chembl.molecule_search,health,chembl,molecule_search
chembl.molecule_detail,chembl.molecules.detail,health.chembl.molecule_detail,health,chembl,molecule_detail
chembl.target_search,chembl.targets.search,health.chembl.target_search,health,chembl,target_search
chembl.bioactivity,chembl.activity.bioactivity,health.chembl.bioactivity,health,chembl,bioactivity
nasa-cmr.list_providers,nasa-cmr.providers.list,space.nasa-cmr.list_providers,space,nasa-cmr,list_providers
medlineplus.icd10_lookup,medlineplus.clinical.icd10_lookup,health.medlineplus.icd10_lookup,health,medlineplus,icd10_lookup
medlineplus.icd9_lookup,medlineplus.clinical.icd9_lookup,health.medlineplus.icd9_lookup,health,medlineplus,icd9_lookup
medlineplus.snomed_lookup,medlineplus.clinical.snomed_lookup,health.medlineplus.snomed_lookup,health,medlineplus,snomed_lookup
medlineplus.rxnorm_lookup,medlineplus.clinical.rxnorm_lookup,health.medlineplus.rxnorm_lookup,health,medlineplus,rxnorm_lookup
orphadata.disease_lookup,orphadata.raredisease.disease_lookup,health.orphadata.disease_lookup,health,orphadata,disease_lookup
orphadata.disease_epidemiology,orphadata.raredisease.disease_epidemiology,health.orphadata.disease_epidemiology,health,orphadata,disease_epidemiology
orphadata.disease_phenotypes,orphadata.raredisease.disease_phenotypes,health.orphadata.disease_phenotypes,health,orphadata,disease_phenotypes
orphadata.disease_natural_history,orphadata.raredisease.disease_natural_history,health.orphadata.disease_natural_history,health,orphadata,disease_natural_history
cbs.catalog_search,cbs.catalog.search,world.cbs.catalog_search,world,cbs,catalog_search
cbs.table_info,cbs.table.info,world.cbs.table_info,world,cbs,table_info
cbs.table_properties,cbs.table.properties,world.cbs.table_properties,world,cbs,table_properties
cbs.table_data,cbs.table.data,world.cbs.table_data,world,cbs,table_data
adbkidb.dataflows_list,adbkidb.explore.dataflows,finance.adbkidb.dataflows_list,finance,adbkidb,dataflows_list
adbkidb.indicators,adbkidb.explore.indicators,finance.adbkidb.indicators,finance,adbkidb,indicators
adbkidb.data,adbkidb.data.query,finance.adbkidb.data,finance,adbkidb,data
adbkidb.economies,adbkidb.explore.economies,finance.adbkidb.economies,finance,adbkidb,economies
opentdb.questions,opentdb.trivia.questions,entertainment.opentdb.questions,entertainment,opentdb,questions
opentdb.categories,opentdb.trivia.categories,entertainment.opentdb.categories,entertainment,opentdb,categories
opentdb.category_count,opentdb.trivia.category_count,entertainment.opentdb.category_count,entertainment,opentdb,category_count
opentdb.global_count,opentdb.trivia.global_count,entertainment.opentdb.global_count,entertainment,opentdb,global_count
f1.races.schedule,f1.races.schedule,entertainment.f1.races_schedule,entertainment,f1,races_schedule
f1.races.results,f1.races.results,entertainment.f1.races_results,entertainment,f1,races_results
f1.standings.drivers,f1.standings.drivers,entertainment.f1.standings_drivers,entertainment,f1,standings_drivers
f1.standings.constructors,f1.standings.constructors,entertainment.f1.standings_constructors,entertainment,f1,standings_constructors
thesportsdb.team_search,thesportsdb.teams.search,entertainment.thesportsdb.team_search,entertainment,thesportsdb,team_search
thesportsdb.player_search,thesportsdb.players.search,entertainment.thesportsdb.player_search,entertainment,thesportsdb,player_search
thesportsdb.events_past,thesportsdb.events.past,entertainment.thesportsdb.events_past,entertainment,thesportsdb,events_past
thesportsdb.events_next,thesportsdb.events.next,entertainment.thesportsdb.events_next,entertainment,thesportsdb,events_next
eurlex.legislation.search,eurlex.legislation.search,legal.eurlex.legislation_search,legal,eurlex,legislation_search
eurlex.legislation.recent,eurlex.legislation.recent,legal.eurlex.legislation_recent,legal,eurlex,legislation_recent
eurlex.legislation.detail,eurlex.legislation.detail,legal.eurlex.legislation_detail,legal,eurlex,legislation_detail
eurlex.legislation.by_type,eurlex.legislation.by_type,legal.eurlex.legislation_by_type,legal,eurlex,legislation_by_type
eu_parliament.meps.list,eu_parliament.meps.list,legal.eu_parliament.meps_list,legal,eu_parliament,meps_list
eu_parliament.meps.details,eu_parliament.meps.details,legal.eu_parliament.meps_details,legal,eu_parliament,meps_details
eu_parliament.legislation.adopted_texts,eu_parliament.legislation.adopted_texts,legal.eu_parliament.legislation_adopted_texts,legal,eu_parliament,legislation_adopted_texts
eu_parliament.legislation.procedures,eu_parliament.legislation.procedures,legal.eu_parliament.legislation_procedures,legal,eu_parliament,legislation_procedures
ukleg.legislation.search,ukleg.legislation.search,legal.ukleg.legislation_search,legal,ukleg,legislation_search
ukleg.legislation.details,ukleg.legislation.details,legal.ukleg.legislation_details,legal,ukleg,legislation_details
ukleg.legislation.recent,ukleg.legislation.recent,legal.ukleg.legislation_recent,legal,ukleg,legislation_recent
ukleg.legislation.sections,ukleg.legislation.sections,legal.ukleg.legislation_sections,legal,ukleg,legislation_sections
ofac.sdn.search,ofac.sdn.search,legal.ofac.sdn_search,legal,ofac,sdn_search
