tool_id,old_mcp_name,new_mcp_name,category,provider,action
ofac.sdn.aliases,ofac.sdn.aliases,legal.ofac.sdn_aliases,legal,ofac,sdn_aliases
ofac.meta.programs,ofac.meta.programs,legal.ofac.meta_programs,legal,ofac,meta_programs
ofac.meta.publication_info,ofac.meta.publication_info,legal.ofac.meta_publication_info,legal,ofac,meta_publication_info
p2pquake.recent_quakes,p2pquake.seismic.recent_quakes,world.p2pquake.recent_quakes,world,p2pquake,recent_quakes
p2pquake.tsunami_warnings,p2pquake.seismic.tsunami_warnings,world.p2pquake.tsunami_warnings,world,p2pquake,tsunami_warnings
p2pquake.quake_history,p2pquake.seismic.quake_history,world.p2pquake.quake_history,world,p2pquake,quake_history
postcode-japan.lookup,postcode-japan.postal.lookup,location.postcode-japan.lookup,location,postcode-japan,lookup
postcode-japan.search,postcode-japan.postal.search,location.postcode-japan.search,location,postcode-japan,search
postcode-japan.prefectures,postcode-japan.reference.prefectures,location.postcode-japan.prefectures,location,postcode-japan,prefectures
jma-bosai.forecast,jma-bosai.weather.forecast,weather.jma-bosai.forecast,weather,jma-bosai,forecast
jma-bosai.overview,jma-bosai.weather.overview,weather.jma-bosai.overview,weather,jma-bosai,overview
jma-bosai.warnings,jma-bosai.weather.warnings,weather.jma-bosai.warnings,weather,jma-bosai,warnings
jma-bosai.earthquakes,jma-bosai.seismic.recent,weather.jma-bosai.earthquakes,weather,jma-bosai,earthquakes
jma-bosai.areas,jma-bosai.reference.areas,weather.jma-bosai.areas,weather,jma-bosai,areas
destatis.gdp,destatis.finance.gdp,finance.destatis.gdp,finance,destatis,gdp
destatis.population,destatis.reference.population,finance.destatis.population,finance,destatis,population
destatis.prices,destatis.finance.cpi,finance.destatis.prices,finance,destatis,prices
destatis.trade,destatis.finance.trade,finance.destatis.trade,finance,destatis,trade
ecb-rates.key_rates,ecb-rates.policy.key_rates,finance.ecb-rates.key_rates,finance,ecb-rates,key_rates
ecb-rates.hicp_inflation,ecb-rates.macro.hicp_inflation,finance.ecb-rates.hicp_inflation,finance,ecb-rates,hicp_inflation
ecb-rates.money_supply,ecb-rates.macro.money_supply,finance.ecb-rates.money_supply,finance,ecb-rates,money_supply
ecb-rates.yield_curve,ecb-rates.macro.yield_curve,finance.ecb-rates.yield_curve,finance,ecb-rates,yield_curve
ine.operations,ine.reference.operations,finance.ine.operations,finance,ine,operations
ine.tables,ine.reference.tables,finance.ine.tables,finance,ine,tables
ine.series_metadata,ine.series.metadata,finance.ine.series_metadata,finance,ine,series_metadata
ine.series_data,ine.series.data,finance.ine.series_data,finance,ine,series_data
ine-chile.dataflows,ine-chile.reference.dataflows,finance.ine-chile.dataflows,finance,ine-chile,dataflows
ine-chile.structure,ine-chile.reference.structure,finance.ine-chile.structure,finance,ine-chile,structure
ine-chile.data,ine-chile.series.data,finance.ine-chile.data,finance,ine-chile,data
crossref.works_search,crossref.works.search,education.crossref.works_search,education,crossref,works_search
crossref.journal_lookup,crossref.journals.lookup,education.crossref.journal_lookup,education,crossref,journal_lookup
crossref.funder_search,crossref.funders.search,education.crossref.funder_search,education,crossref,funder_search
crossref.member_search,crossref.members.search,education.crossref.member_search,education,crossref,member_search
unpaywall.oa_lookup,unpaywall.oa.lookup,education.unpaywall.oa_lookup,education,unpaywall,oa_lookup
wikimedia-commons.search,wikimedia-commons.media.search,media.wikimedia-commons.search,media,wikimedia-commons,search
wikimedia-commons.file_info,wikimedia-commons.media.info,media.wikimedia-commons.file_info,media,wikimedia-commons,file_info
wikimedia-commons.category_files,wikimedia-commons.media.category,media.wikimedia-commons.category_files,media,wikimedia-commons,category_files
wikimedia-commons.random,wikimedia-commons.media.random,media.wikimedia-commons.random,media,wikimedia-commons,random
standard-ebooks.search,standard-ebooks.books.search,education.standard-ebooks.search,education,standard-ebooks,search
standard-ebooks.new_releases,standard-ebooks.books.new_releases,education.standard-ebooks.new_releases,education,standard-ebooks,new_releases
indec-georef.geocode,indec-georef.location.geocode,location.indec-georef.geocode,location,indec-georef,geocode
indec-georef.reverse_geocode,indec-georef.location.reverse_geocode,location.indec-georef.reverse_geocode,location,indec-georef,reverse_geocode
indec-georef.provincias,indec-georef.admin.provinces,location.indec-georef.provincias,location,indec-georef,provincias
indec-georef.departamentos,indec-georef.admin.departments,location.indec-georef.departamentos,location,indec-georef,departamentos
indec-georef.localidades,indec-georef.admin.localities,location.indec-georef.localidades,location,indec-georef,localidades
enviroatlas.communities,enviroatlas.communities.list,world.enviroatlas.communities,world,enviroatlas,communities
enviroatlas.block_group_metrics,enviroatlas.metrics.block_group,world.enviroatlas.block_group_metrics,world,enviroatlas,block_group_metrics
enviroatlas.community_summary,enviroatlas.metrics.community_summary,world.enviroatlas.community_summary,world,enviroatlas,community_summary
federalregister.search,federalregister.documents.search,legal.federalregister.search,legal,federalregister,search
federalregister.document,federalregister.documents.detail,legal.federalregister.document,legal,federalregister,document
federalregister.agencies,federalregister.agencies.search,legal.federalregister.agencies,legal,federalregister,agencies
federalregister.public_inspection,federalregister.documents.public_inspection,legal.federalregister.public_inspection,legal,federalregister,public_inspection
ensembl.gene_lookup,science.ensembl.gene_lookup,health.ensembl.gene_lookup,health,ensembl,gene_lookup
ensembl.sequence_region,science.ensembl.sequence_region,health.ensembl.sequence_region,health,ensembl,sequence_region
cve-mitre.record,cve-mitre.cves.record,developer.cve-mitre.record,developer,cve-mitre,record
cve-mitre.id_status,cve-mitre.cves.id_status,developer.cve-mitre.id_status,developer,cve-mitre,id_status
usgs-mrds.search_by_area,usgs-mrds.deposits.search_by_area,world.usgs-mrds.search_by_area,world,usgs-mrds,search_by_area
paleoclimate.study_search,paleoclimate.study.search,weather.paleoclimate.study_search,weather,paleoclimate,study_search
paleoclimate.study_detail,paleoclimate.study.detail,weather.paleoclimate.study_detail,weather,paleoclimate,study_detail
plos-search.search,plos-search.article.search,education.plos-search.search,education,plos-search,search
plos-search.article_detail,plos-search.article.detail,education.plos-search.article_detail,education,plos-search,article_detail
nsf-awards.search,nsf-awards.grants.search,education.nsf-awards.search,education,nsf-awards,search
nsf-awards.award_detail,nsf-awards.grants.detail,education.nsf-awards.award_detail,education,nsf-awards,award_detail
usgs-nationalmap.search_products,usgs-nationalmap.products.search,location.usgs-nationalmap.search_products,location,usgs-nationalmap,search_products
usgs-nationalmap.list_datasets,usgs-nationalmap.products.list_datasets,location.usgs-nationalmap.list_datasets,location,usgs-nationalmap,list_datasets
sec-edgar.company_lookup,sec-edgar.company.lookup,finance.sec-edgar.company_lookup,finance,sec-edgar,company_lookup
sec-edgar.filings,sec-edgar.filings.list,finance.sec-edgar.filings,finance,sec-edgar,filings
sec-edgar.financial_concept,sec-edgar.financials.concept,finance.sec-edgar.financial_concept,finance,sec-edgar,financial_concept
usgs-epqs.elevation,usgs-epqs.elevation.point,location.usgs-epqs.elevation,location,usgs-epqs,elevation
cfpb-complaints.search,cfpb-complaints.complaints.search,finance.cfpb-complaints.search,finance,cfpb-complaints,search
cfpb-complaints.trends,cfpb-complaints.complaints.trends,finance.cfpb-complaints.trends,finance,cfpb-complaints,trends
cfpb-complaints.geo_states,cfpb-complaints.complaints.by_state,finance.cfpb-complaints.geo_states,finance,cfpb-complaints,geo_states
emsc.search_earthquakes,emsc.seismic.search,world.emsc.search_earthquakes,world,emsc,search_earthquakes
emsc.event_detail,emsc.seismic.event_detail,world.emsc.event_detail,world,emsc,event_detail
currentuvindex.uv_index,currentuvindex.weather.uv_index,weather.currentuvindex.uv_index,weather,currentuvindex,uv_index
gus-poland.subjects,gus-poland.reference.subjects,world.gus-poland.subjects,world,gus-poland,subjects
gus-poland.variables,gus-poland.reference.variables,world.gus-poland.variables,world,gus-poland,variables
gus-poland.data,gus-poland.series.data,world.gus-poland.data,world,gus-poland,data
inaturalist.taxa_search,inaturalist.taxa.search,world.inaturalist.taxa_search,world,inaturalist,taxa_search
inaturalist.observations_search,inaturalist.observations.search,world.inaturalist.observations_search,world,inaturalist,observations_search
inaturalist.species_counts,inaturalist.observations.species_counts,world.inaturalist.species_counts,world,inaturalist,species_counts
inaturalist.places_search,inaturalist.places.search,world.inaturalist.places_search,world,inaturalist,places_search
figshare.search,figshare.articles.search,education.figshare.search,education,figshare,search
figshare.article_details,figshare.articles.details,education.figshare.article_details,education,figshare,article_details
figshare.categories,figshare.taxonomy.categories,education.figshare.categories,education,figshare,categories
openaire.search,openaire.products.search,education.openaire.search,education,openaire,search
openaire.product_details,openaire.products.details,education.openaire.product_details,education,openaire,product_details
openaire.project_search,openaire.projects.search,education.openaire.project_search,education,openaire,project_search
openaire.organization_search,openaire.organizations.search,education.openaire.organization_search,education,openaire,organization_search
gebco.elevation_point,gebco.elevation.point,world.gebco.elevation_point,world,gebco,elevation_point
gebco.elevation_profile,gebco.elevation.profile,world.gebco.elevation_profile,world,gebco,elevation_profile
ebi-metagenomics.study_search,ebi-metagenomics.studies.search,health.ebi-metagenomics.study_search,health,ebi-metagenomics,study_search
ebi-metagenomics.study_detail,ebi-metagenomics.studies.detail,health.ebi-metagenomics.study_detail,health,ebi-metagenomics,study_detail
ebi-metagenomics.sample_list,ebi-metagenomics.samples.list,health.ebi-metagenomics.sample_list,health,ebi-metagenomics,sample_list
ebi-metagenomics.biome_browse,ebi-metagenomics.biomes.browse,health.ebi-metagenomics.biome_browse,health,ebi-metagenomics,biome_browse
imf.gdp_growth,imf.macro.gdp_growth,finance.imf.gdp_growth,finance,imf,gdp_growth
imf.inflation,imf.macro.inflation,finance.imf.inflation,finance,imf,inflation
imf.fiscal_balance,imf.macro.fiscal_balance,finance.imf.fiscal_balance,finance,imf,fiscal_balance
imf.current_account,imf.macro.current_account,finance.imf.current_account,finance,imf,current_account
ecdc-surveillance.cases_deaths,ecdc-surveillance.covid.cases_deaths,health.ecdc-surveillance.cases_deaths,health,ecdc-surveillance,cases_deaths
ecdc-surveillance.testing_rate,ecdc-surveillance.covid.testing_rate,health.ecdc-surveillance.testing_rate,health,ecdc-surveillance,testing_rate
ecdc-surveillance.hospital_icu,ecdc-surveillance.covid.hospital_icu,health.ecdc-surveillance.hospital_icu,health,ecdc-surveillance,hospital_icu
transport-rest.location_search,transport-rest.transit.search_locations,travel.transport-rest.location_search,travel,transport-rest,location_search
transport-rest.nearby_stops,transport-rest.transit.nearby_stops,travel.transport-rest.nearby_stops,travel,transport-rest,nearby_stops
transport-rest.stop_departures,transport-rest.transit.departures,travel.transport-rest.stop_departures,travel,transport-rest,stop_departures
transport-rest.journey_search,transport-rest.transit.plan_journey,travel.transport-rest.journey_search,travel,transport-rest,journey_search
meteostat.stations_nearby,meteostat.stations.nearby,weather.meteostat.stations_nearby,weather,meteostat,stations_nearby
meteostat.station_info,meteostat.stations.info,weather.meteostat.station_info,weather,meteostat,station_info
meteostat.daily_data,meteostat.observations.daily,weather.meteostat.daily_data,weather,meteostat,daily_data
meteostat.monthly_data,meteostat.observations.monthly,weather.meteostat.monthly_data,weather,meteostat,monthly_data
meteostat.hourly_data,meteostat.observations.hourly,weather.meteostat.hourly_data,weather,meteostat,hourly_data
copernicus-sentinel.search_scenes,copernicus-sentinel.imagery.search,space.copernicus-sentinel.search_scenes,space,copernicus-sentinel,search_scenes
copernicus-sentinel.scene_detail,copernicus-sentinel.imagery.detail,space.copernicus-sentinel.scene_detail,space,copernicus-sentinel,scene_detail
copernicus-sentinel.list_collections,copernicus-sentinel.imagery.collections,space.copernicus-sentinel.list_collections,space,copernicus-sentinel,list_collections
oecd-data.dataflows,oecd-data.reference.dataflows,finance.oecd-data.dataflows,finance,oecd-data,dataflows
oecd-data.structure,oecd-data.reference.structure,finance.oecd-data.structure,finance,oecd-data,structure
oecd-data.data,oecd-data.series.data,finance.oecd-data.data,finance,oecd-data,data
world-bank-cckp.climate_normal,world-bank-cckp.climate.normal,weather.world-bank-cckp.climate_normal,weather,world-bank-cckp,climate_normal
world-bank-cckp.climate_projection,world-bank-cckp.climate.projection,weather.world-bank-cckp.climate_projection,weather,world-bank-cckp,climate_projection
world-bank-cckp.extreme_indices,world-bank-cckp.climate.extremes,weather.world-bank-cckp.extreme_indices,weather,world-bank-cckp,extreme_indices
geoboundaries.boundary.detail,geoboundaries.boundary.detail,location.geoboundaries.boundary_detail,location,geoboundaries,boundary_detail
geoboundaries.boundary.list_countries,geoboundaries.boundary.list_countries,location.geoboundaries.boundary_list_countries,location,geoboundaries,boundary_list_countries
geoboundaries.boundary.available_levels,geoboundaries.boundary.available_levels,location.geoboundaries.boundary_available_levels,location,geoboundaries,boundary_available_levels
wikimedia-analytics.pageviews_aggregate,wikimedia-analytics.pageviews.aggregate,world.wikimedia-analytics.pageviews_aggregate,world,wikimedia-analytics,pageviews_aggregate
wikimedia-analytics.pageviews_top,wikimedia-analytics.pageviews.top,world.wikimedia-analytics.pageviews_top,world,wikimedia-analytics,pageviews_top
wikimedia-analytics.pageviews_per_article,wikimedia-analytics.pageviews.per_article,world.wikimedia-analytics.pageviews_per_article,world,wikimedia-analytics,pageviews_per_article
wikimedia-analytics.edits_aggregate,wikimedia-analytics.edits.aggregate,world.wikimedia-analytics.edits_aggregate,world,wikimedia-analytics,edits_aggregate
bank-of-england.bank_rate,bank-of-england.rates.bank_rate,finance.bank-of-england.bank_rate,finance,bank-of-england,bank_rate
bank-of-england.sonia_rate,bank-of-england.rates.sonia,finance.bank-of-england.sonia_rate,finance,bank-of-england,sonia_rate
bank-of-england.money_supply_m4,bank-of-england.money.m4_growth,finance.bank-of-england.money_supply_m4,finance,bank-of-england,money_supply_m4
bank-of-england.mortgage_rate_2y_fixed,bank-of-england.rates.mortgage_2y_fixed,finance.bank-of-england.mortgage_rate_2y_fixed,finance,bank-of-england,mortgage_rate_2y_fixed
crossref-datacitations.dataset_citations,crossref-datacitations.citations.to_dataset,education.crossref-datacitations.dataset_citations,education,crossref-datacitations,dataset_citations
crossref-datacitations.article_datasets,crossref-datacitations.citations.from_article,education.crossref-datacitations.article_datasets,education,crossref-datacitations,article_datasets
crossref-datacitations.recent_citations,crossref-datacitations.citations.browse,education.crossref-datacitations.recent_citations,education,crossref-datacitations,recent_citations
wikimedia-rest.page_summary,wikimedia-rest.pages.summary,world.wikimedia-rest.page_summary,world,wikimedia-rest,page_summary
wikimedia-rest.search_page,wikimedia-rest.pages.search,world.wikimedia-rest.search_page,world,wikimedia-rest,search_page
wikimedia-rest.on_this_day,wikimedia-rest.feed.on_this_day,world.wikimedia-rest.on_this_day,world,wikimedia-rest,on_this_day
wikimedia-rest.media_list,wikimedia-rest.pages.media_list,world.wikimedia-rest.media_list,world,wikimedia-rest,media_list
freetogame.game_list,freetogame.games.list,entertainment.freetogame.game_list,entertainment,freetogame,game_list
freetogame.game_detail,freetogame.games.detail,entertainment.freetogame.game_detail,entertainment,freetogame,game_detail
freetogame.filter_by_tag,freetogame.games.filter_by_tag,entertainment.freetogame.filter_by_tag,entertainment,freetogame,filter_by_tag
duckduckgo.instant_answer,duckduckgo.search.instant_answer,search.duckduckgo.instant_answer,search,duckduckgo,instant_answer
duckduckgo.related_topics,duckduckgo.search.related_topics,search.duckduckgo.related_topics,search,duckduckgo,related_topics
hdx.dataset_search,hdx.datasets.search,world.hdx.dataset_search,world,hdx,dataset_search
hdx.dataset_detail,hdx.datasets.detail,world.hdx.dataset_detail,world,hdx,dataset_detail
hdx.location_list,hdx.reference.locations,world.hdx.location_list,world,hdx,location_list
hdx.organization_list,hdx.reference.organizations,world.hdx.organization_list,world,hdx,organization_list
global-health-covid.location_search,global-health-covid.epidemiology.location_search,health.global-health-covid.location_search,health,global-health-covid,location_search
global-health-covid.latest_snapshot,global-health-covid.epidemiology.latest_snapshot,health.global-health-covid.latest_snapshot,health,global-health-covid,latest_snapshot
global-health-covid.location_history,global-health-covid.epidemiology.location_history,health.global-health-covid.location_history,health,global-health-covid,location_history
malaria-atlas.parasite_rate_survey,malaria-atlas.epidemiology.parasite_rate_survey,health.malaria-atlas.parasite_rate_survey,health,malaria-atlas,parasite_rate_survey
malaria-atlas.case_estimates,malaria-atlas.epidemiology.case_estimates,health.malaria-atlas.case_estimates,health,malaria-atlas,case_estimates
malaria-atlas.vector_occurrence,malaria-atlas.entomology.vector_occurrence,health.malaria-atlas.vector_occurrence,health,malaria-atlas,vector_occurrence
malaria-atlas.country_list,malaria-atlas.reference.country_list,health.malaria-atlas.country_list,health,malaria-atlas,country_list
open-canada.dataset_search,open-canada.datasets.search,world.open-canada.dataset_search,world,open-canada,dataset_search
open-canada.dataset_detail,open-canada.datasets.detail,world.open-canada.dataset_detail,world,open-canada,dataset_detail
open-canada.subject_list,open-canada.reference.subject_list,world.open-canada.subject_list,world,open-canada,subject_list
open-canada.organization_list,open-canada.reference.organization_list,world.open-canada.organization_list,world,open-canada,organization_list
data-europa.dataset_search,data-europa.datasets.search,world.data-europa.dataset_search,world,data-europa,dataset_search
data-europa.dataset_detail,data-europa.datasets.detail,world.data-europa.dataset_detail,world,data-europa,dataset_detail
data-europa.theme_list,data-europa.reference.theme_list,world.data-europa.theme_list,world,data-europa,theme_list
data-europa.catalogue_list,data-europa.reference.catalogue_list,world.data-europa.catalogue_list,world,data-europa,catalogue_list
macrostrat.columns_search,macrostrat.geology.columns_search,world.macrostrat.columns_search,world,macrostrat,columns_search
macrostrat.units_search,macrostrat.geology.units_search,world.macrostrat.units_search,world,macrostrat,units_search
macrostrat.geologic_map_units,macrostrat.geology.map_units,world.macrostrat.geologic_map_units,world,macrostrat,geologic_map_units
macrostrat.fossils_search,macrostrat.geology.fossils_search,world.macrostrat.fossils_search,world,macrostrat,fossils_search
geodiva.volcano_list,geodiva.geology.volcano_list,world.geodiva.volcano_list,world,geodiva,volcano_list
geodiva.volcano_detail,geodiva.geology.volcano_detail,world.geodiva.volcano_detail,world,geodiva,volcano_detail
geodiva.eruption_search,geodiva.geology.eruption_search,world.geodiva.eruption_search,world,geodiva,eruption_search
launch-library-2.upcoming_launches,launch-library-2.launches.upcoming,space.launch-library-2.upcoming_launches,space,launch-library-2,upcoming_launches
launch-library-2.launch_detail,launch-library-2.launches.detail,space.launch-library-2.launch_detail,space,launch-library-2,launch_detail
launch-library-2.astronaut_search,launch-library-2.astronauts.search,space.launch-library-2.astronaut_search,space,launch-library-2,astronaut_search
launch-library-2.agency_search,launch-library-2.agencies.search,space.launch-library-2.agency_search,space,launch-library-2,agency_search
socrata.dataset_search,socrata.datasets.search,world.socrata.dataset_search,world,socrata,dataset_search
socrata.dataset_metadata,socrata.datasets.detail,world.socrata.dataset_metadata,world,socrata,dataset_metadata
socrata.query_dataset,socrata.datasets.query,world.socrata.query_dataset,world,socrata,query_dataset
ncbi-eutils.taxonomy_search,ncbi-eutils.taxonomy.search,world.ncbi-eutils.taxonomy_search,world,ncbi-eutils,taxonomy_search
ncbi-eutils.taxonomy_summary,ncbi-eutils.taxonomy.summary,world.ncbi-eutils.taxonomy_summary,world,ncbi-eutils,taxonomy_summary
ncbi-eutils.taxonomy_lineage,ncbi-eutils.taxonomy.lineage,world.ncbi-eutils.taxonomy_lineage,world,ncbi-eutils,taxonomy_lineage
hdx-hapi.operational_presence,hdx-hapi.coordination.operational_presence,world.hdx-hapi.operational_presence,world,hdx-hapi,operational_presence
hdx-hapi.humanitarian_needs,hdx-hapi.coordination.humanitarian_needs,world.hdx-hapi.humanitarian_needs,world,hdx-hapi,humanitarian_needs
hdx-hapi.baseline_population,hdx-hapi.geography.baseline_population,world.hdx-hapi.baseline_population,world,hdx-hapi,baseline_population
hdx-hapi.food_security,hdx-hapi.food.security_ipc,world.hdx-hapi.food_security,world,hdx-hapi,food_security
geonet-nz.quake_search,geonet-nz.quakes.search,world.geonet-nz.quake_search,world,geonet-nz,quake_search
geonet-nz.quake_detail,geonet-nz.quakes.detail,world.geonet-nz.quake_detail,world,geonet-nz,quake_detail
geonet-nz.quake_stats,geonet-nz.quakes.stats,world.geonet-nz.quake_stats,world,geonet-nz,quake_stats
geonet-nz.volcano_alert_level,geonet-nz.volcano.alert_level,world.geonet-nz.volcano_alert_level,world,geonet-nz,volcano_alert_level
bgs-ogcapi.geology_bedrock,bgs-ogcapi.geology.bedrock,world.bgs-ogcapi.geology_bedrock,world,bgs-ogcapi,geology_bedrock
bgs-ogcapi.earthquake_search,bgs-ogcapi.hazards.earthquake_search,world.bgs-ogcapi.earthquake_search,world,bgs-ogcapi,earthquake_search
bgs-ogcapi.borehole_search,bgs-ogcapi.geology.borehole_search,world.bgs-ogcapi.borehole_search,world,bgs-ogcapi,borehole_search
bgs-ogcapi.landslide_search,bgs-ogcapi.hazards.landslide_search,world.bgs-ogcapi.landslide_search,world,bgs-ogcapi,landslide_search
ilostat.dataflows,ilostat.reference.dataflows,jobs.ilostat.dataflows,jobs,ilostat,dataflows
ilostat.structure,ilostat.reference.structure,jobs.ilostat.structure,jobs,ilostat,structure
ilostat.data,ilostat.series.data,jobs.ilostat.data,jobs,ilostat,data
au-data-gov.dataset_search,au-data-gov.datasets.search,world.au-data-gov.dataset_search,world,au-data-gov,dataset_search
au-data-gov.dataset_detail,au-data-gov.datasets.detail,world.au-data-gov.dataset_detail,world,au-data-gov,dataset_detail
au-data-gov.subject_list,au-data-gov.reference.subject_list,world.au-data-gov.subject_list,world,au-data-gov,subject_list
au-data-gov.organization_search,au-data-gov.reference.organization_search,world.au-data-gov.organization_search,world,au-data-gov,organization_search
ukhsa-dashboard.browse,ukhsa-dashboard.catalog.browse,health.ukhsa-dashboard.browse,health,ukhsa-dashboard,browse
ukhsa-dashboard.metric_data,ukhsa-dashboard.metrics.data,health.ukhsa-dashboard.metric_data,health,ukhsa-dashboard,metric_data
ea-hydrology.station_search,ea-hydrology.stations.search,weather.ea-hydrology.station_search,weather,ea-hydrology,station_search
ea-hydrology.station_measures,ea-hydrology.stations.measures,weather.ea-hydrology.station_measures,weather,ea-hydrology,station_measures
ea-hydrology.readings_latest,ea-hydrology.readings.latest,weather.ea-hydrology.readings_latest,weather,ea-hydrology,readings_latest
ea-hydrology.readings_range,ea-hydrology.readings.range,weather.ea-hydrology.readings_range,weather,ea-hydrology,readings_range
statbel.list_views,statbel.catalog.list_views,world.statbel.list_views,world,statbel,list_views
statbel.view_data,statbel.catalog.view_data,world.statbel.view_data,world,statbel,view_data
statbel.list_datasources,statbel.catalog.list_datasources,world.statbel.list_datasources,world,statbel,list_datasources
statbel.datasource_detail,statbel.catalog.datasource_detail,world.statbel.datasource_detail,world,statbel,datasource_detail
istat.dataflows,istat.reference.dataflows,finance.istat.dataflows,finance,istat,dataflows
istat.structure,istat.reference.structure,finance.istat.structure,finance,istat,structure
istat.data,istat.series.data,finance.istat.data,finance,istat,data
msc-geomet.climate_stations,msc-geomet.climate.stations,weather.msc-geomet.climate_stations,weather,msc-geomet,climate_stations
msc-geomet.climate_daily,msc-geomet.climate.daily,weather.msc-geomet.climate_daily,weather,msc-geomet,climate_daily
msc-geomet.hydrometric_realtime,msc-geomet.hydrometric.realtime,weather.msc-geomet.hydrometric_realtime,weather,msc-geomet,hydrometric_realtime
msc-geomet.aqhi_observations,msc-geomet.aqhi.observations,weather.msc-geomet.aqhi_observations,weather,msc-geomet,aqhi_observations
ine-portugal.indicator_data,ine-portugal.stats.indicator_data,world.ine-portugal.indicator_data,world,ine-portugal,indicator_data
ine-portugal.indicator_metadata,ine-portugal.stats.indicator_metadata,world.ine-portugal.indicator_metadata,world,ine-portugal,indicator_metadata
bundesbank-timeseries.dataflows,bundesbank-timeseries.reference.dataflows,finance.bundesbank-timeseries.dataflows,finance,bundesbank-timeseries,dataflows
bundesbank-timeseries.structure,bundesbank-timeseries.reference.structure,finance.bundesbank-timeseries.structure,finance,bundesbank-timeseries,structure
bundesbank-timeseries.data,bundesbank-timeseries.series.data,finance.bundesbank-timeseries.data,finance,bundesbank-timeseries,data
ine-spain.operations,ine-spain.reference.operations,finance.ine-spain.operations,finance,ine-spain,operations
ine-spain.tables,ine-spain.reference.tables,finance.ine-spain.tables,finance,ine-spain,tables
ine-spain.table_data,ine-spain.series.table_data,finance.ine-spain.table_data,finance,ine-spain,table_data
ine-spain.series_data,ine-spain.series.data,finance.ine-spain.series_data,finance,ine-spain,series_data
czso.dataset_list,czso.reference.dataset_list,finance.czso.dataset_list,finance,czso,dataset_list
czso.dataset_metadata,czso.reference.dataset_metadata,finance.czso.dataset_metadata,finance,czso,dataset_metadata
czso.dataset_data,czso.series.dataset_data,finance.czso.dataset_data,finance,czso,dataset_data
statistik-austria.dataset_search,statistik-austria.reference.dataset_search,finance.statistik-austria.dataset_search,finance,statistik-austria,dataset_search
statistik-austria.dataset_metadata,statistik-austria.reference.dataset_metadata,finance.statistik-austria.dataset_metadata,finance,statistik-austria,dataset_metadata
statistik-austria.dataset_data,statistik-austria.series.dataset_data,finance.statistik-austria.dataset_data,finance,statistik-austria,dataset_data
statistik-austria.category_codes,statistik-austria.reference.category_codes,finance.statistik-austria.category_codes,finance,statistik-austria,category_codes
hungary-ksh.dataset_search,hungary-ksh.reference.dataset_search,finance.hungary-ksh.dataset_search,finance,hungary-ksh,dataset_search
hungary-ksh.dataset_metadata,hungary-ksh.reference.dataset_metadata,finance.hungary-ksh.dataset_metadata,finance,hungary-ksh,dataset_metadata
hungary-ksh.dataset_data,hungary-ksh.series.dataset_data,finance.hungary-ksh.dataset_data,finance,hungary-ksh,dataset_data
slovakia-statistics.dataset_search,slovakia-statistics.reference.dataset_search,finance.slovakia-statistics.dataset_search,finance,slovakia-statistics,dataset_search
slovakia-statistics.dataset_metadata,slovakia-statistics.reference.dataset_metadata,finance.slovakia-statistics.dataset_metadata,finance,slovakia-statistics,dataset_metadata
slovakia-statistics.dataset_data,slovakia-statistics.series.dataset_data,finance.slovakia-statistics.dataset_data,finance,slovakia-statistics,dataset_data
latvia-statistics.catalog,latvia-statistics.reference.catalog,finance.latvia-statistics.catalog,finance,latvia-statistics,catalog
latvia-statistics.table_metadata,latvia-statistics.reference.table_metadata,finance.latvia-statistics.table_metadata,finance,latvia-statistics,table_metadata
latvia-statistics.table_query,latvia-statistics.series.table_query,finance.latvia-statistics.table_query,finance,latvia-statistics,table_query
iceland-statistics.catalog,iceland-statistics.reference.catalog,finance.iceland-statistics.catalog,finance,iceland-statistics,catalog
iceland-statistics.table_metadata,iceland-statistics.reference.table_metadata,finance.iceland-statistics.table_metadata,finance,iceland-statistics,table_metadata
iceland-statistics.table_query,iceland-statistics.series.table_query,finance.iceland-statistics.table_query,finance,iceland-statistics,table_query
estonia-statistics.catalog,estonia-statistics.reference.catalog,finance.estonia-statistics.catalog,finance,estonia-statistics,catalog
estonia-statistics.table_metadata,estonia-statistics.reference.table_metadata,finance.estonia-statistics.table_metadata,finance,estonia-statistics,table_metadata
estonia-statistics.table_query,estonia-statistics.series.table_query,finance.estonia-statistics.table_query,finance,estonia-statistics,table_query
estat-japan-dashboard.indicator_info,estat-japan-dashboard.reference.indicator_info,finance.estat-japan-dashboard.indicator_info,finance,estat-japan-dashboard,indicator_info
estat-japan-dashboard.region_info,estat-japan-dashboard.reference.region_info,finance.estat-japan-dashboard.region_info,finance,estat-japan-dashboard,region_info
estat-japan-dashboard.get_data,estat-japan-dashboard.series.get_data,finance.estat-japan-dashboard.get_data,finance,estat-japan-dashboard,get_data
wmo-weather.city_search,wmo-weather.reference.city_search,weather.wmo-weather.city_search,weather,wmo-weather,city_search
wmo-weather.forecast,wmo-weather.forecast.daily,weather.wmo-weather.forecast,weather,wmo-weather,forecast
wmo-weather.climate_normals,wmo-weather.climate.normals,weather.wmo-weather.climate_normals,weather,wmo-weather,climate_normals
unesco-data.indicator_search,unesco-data.reference.indicator_search,education.unesco-data.indicator_search,education,unesco-data,indicator_search
unesco-data.geounit_list,unesco-data.reference.geounit_list,education.unesco-data.geounit_list,education,unesco-data,geounit_list
